loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT)
2025-04-14T13:16:11.288-06:00,1,1715373.50263675,-0.009429931640625,-0.0393218994140625,-1.002731323242188,1715373.49390275,0.01868926547467709,0.06108226254582405,-0.005350556690245867,1715373.49253575,66.27655029296875,132.8734893798828,-737.7794799804688
2025-04-14T13:16:11.289-06:00,2,1715373.51261575,-0.0016937255859375,-0.042449951171875,-0.9931640625,1715373.50388175,0.01766181737184525,0.06230625137686729,-0.005571865476667881,1715373.51208975,66.36323547363281,132.9223022460938,-737.5897827148438
2025-04-14T13:16:11.298-06:00,3,1715373.52259575,-0.0036773681640625,-0.0396575927734375,-0.9940185546875,1715373.51386175,0.01079938467592001,0.04010001569986343,-0.003127083647996187,1715373.52186575,66.28237915039062,132.8495635986328,-737.475341796875
2025-04-14T13:16:11.304-06:00,4,1715373.53257475,-0.005706787109375,-0.039520263671875,-0.9954833984375,1715373.52384075,0.009505887515842915,0.03326554596424103,-0.0006482133758254349,1715373.53164175,66.54670715332031,132.8034973144531,-737.6526489257812
2025-04-14T13:16:11.314-06:00,5,1715373.54255375,-0.0005035400390625,-0.0428619384765625,-0.9912109375,1715373.53382075,0.004703941289335489,0.02117426134645939,-0.002127066720277071,1715373.54141775,66.528076171875,132.832763671875,-737.627197265625
2025-04-14T13:16:11.327-06:00,6,1715373.55253375,-0.00506591796875,-0.04180908203125,-0.996856689453125,1715373.54379975,-0.001141164568252861,-0.0003984088834840804,0.0003520698810461909,1715373.55119475,66.29389953613281,132.9405059814453,-737.3839721679688
2025-04-14T13:16:11.334-06:00,7,1715373.56251275,-0.0080718994140625,-0.0419464111328125,-1.002487182617188,1715373.55377975,0.001748365233652294,0.008695220574736595,0.002352902898564935,1715373.56097075,66.38861083984375,133.0015258789062,-737.5269775390625
2025-04-14T13:16:11.344-06:00,8,1715373.57249275,-0.0054168701171875,-0.0443572998046875,-0.9965667724609375,1715373.56375875,0.002787797013297677,0.01509186718612909,0.0003715109778568149,1715373.57074675,66.22517395019531,132.7223358154297,-737.7348022460938
2025-04-14T13:16:11.354-06:00,9,1715373.58247175,-0.0055084228515625,-0.0431365966796875,-0.9958343505859375,1715373.57373875,7.989483492565341e-06,0.006641391199082136,0.000407463638111949,1715373.58052275,66.28614807128906,132.8850250244141,-737.8731079101562
2025-04-14T13:16:11.364-06:00,10,1715373.59245175,-0.0061492919921875,-0.04290771484375,-0.9995880126953125,1715373.58371775,-0.0005512743373401463,0.006367085501551628,0.0002631203096825629,1715373.59029875,66.14286804199219,132.9136810302734,-737.5499877929688
2025-04-14T13:16:11.374-06:00,11,1715373.60243075,-0.0064544677734375,-0.0428009033203125,-0.99761962890625,1715373.59369675,0.002696184208616614,0.009412942454218864,-6.471481174230576e-05,1715373.60007575,66.63108825683594,132.8940582275391,-737.513427734375
2025-04-14T13:16:11.384-06:00,12,1715373.61241075,-0.0050811767578125,-0.0430450439453125,-0.99688720703125,1715373.60367675,-0.001160072977654636,0.008372711949050426,-0.0004492752777878195,1715373.60985275,66.55442810058594,132.8447875976562,-737.6361083984375
2025-04-14T13:16:11.394-06:00,13,1715373.62238975,-0.0052947998046875,-0.0408477783203125,-0.9985809326171875,1715373.61365575,-0.0004442152567207813,0.007202252745628357,0.0005749764968641102,1715373.61962975,66.53837585449219,132.8375396728516,-737.6231079101562
2025-04-14T13:16:11.404-06:00,14,1715373.63236975,-0.005859375,-0.0414581298828125,-0.9976348876953125,1715373.62363575,-0.0007582019316032529,0.008786833845078945,-0.0008050735923461616,1715373.62940675,66.36540222167969,132.8739013671875,-737.7889404296875
2025-04-14T13:16:11.414-06:00,15,1715373.64234875,-0.006256103515625,-0.039642333984375,-0.9971771240234375,1715373.63361475,0.000693220819812268,0.007124488707631826,0.0005049353349022567,1715373.63918375,66.20855712890625,132.9725952148438,-737.437255859375
2025-04-14T13:16:11.424-06:00,16,1715373.65232775,-0.0040283203125,-0.0387420654296875,-0.9988250732421875,1715373.64359475,-0.0009970874525606632,0.007555387914180756,-0.0009555422002449632,1715373.64896175,66.42086791992188,132.7768859863281,-737.376708984375
2025-04-14T13:16:11.434-06:00,17,1715373.66230775,-0.0029449462890625,-0.04010009765625,-0.9989166259765625,1715373.65357375,0.001905758050270379,0.008370315656065941,-0.001017593895085156,1715373.65873975,66.35684204101562,133.0446014404297,-737.4817504882812
2025-04-14T13:16:11.444-06:00,18,1715373.67228675,-0.0034942626953125,-0.04022216796875,-0.99737548828125,1715373.66355375,0.0007874967413954437,0.006471481174230576,0.001144626643508673,1715373.66851675,66.30865478515625,132.8307037353516,-737.52880859375
2025-04-14T13:16:11.454-06:00,19,1715373.68226675,-0.00384521484375,-0.04156494140625,-0.99627685546875,1715373.67353275,0.0004982774262316525,0.005652293097227812,-0.001512941787950695,1715373.67829475,66.26837158203125,132.8419036865234,-737.8960571289062
2025-04-14T13:16:11.464-06:00,20,1715373.69224575,-0.0043792724609375,-0.043304443359375,-0.9971160888671875,1715373.68351275,-0.0001318264694418758,0.007349791936576366,0.001136370818130672,1715373.68807275,66.44429016113281,132.89501953125,-737.3534545898438
